YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,CARRIER,FL_NUM,Route,ORIGIN,DEST,DEST_CITY,DEST_STATE,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,PASSENGERS,EMPFULL,EMPPART,EMPTOTAL,EMPFTE,NET_INCOME,OP_REVENUES
2018,1,1,28,7,2018-01-28,9E,3805,1229,CMH,RDU,"Raleigh/Durham, NC",NC,600,556,-4,0,0,-1,0600-0659,12,608,702,9,720,711,-9,0,0,-1,0700-0759,0,,0,80,75,54,362,,,,,,620,4191,109,4300,4246,-126.37,674.25
2018,1,1,29,1,2018-01-29,9E,3805,1229,CMH,RDU,"Raleigh/Durham, NC",NC,600,553,-7,0,0,-1,0600-0659,10,603,706,5,720,711,-9,0,0,-1,0700-0759,0,,0,80,78,63,362,,,,,,620,4191,109,4300,4246,-126.37,674.25
2018,1,1,30,2,2018-01-30,9E,3805,1229,CMH,RDU,"Raleigh/Durham, NC",NC,600,554,-6,0,0,-1,0600-0659,52,646,738,4,720,742,22,22,1,1,0700-0759,0,,0,80,108,52,362,0,0,22,0,0,620,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3805,1229,CMH,RDU,"Raleigh/Durham, NC",NC,600,555,-5,0,0,-1,0600-0659,13,608,700,8,720,708,-12,0,0,-1,0700-0759,0,,0,80,73,52,362,,,,,,620,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1132,4,4,0,0,1100-1159,10,1142,1245,13,1305,1258,-7,0,0,-1,1300-1359,0,,0,97,86,63,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1655,-4,0,0,-1,1600-1659,15,1710,1809,8,1837,1817,-20,0,0,-2,1800-1859,0,,0,98,82,59,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1920,-10,0,0,-1,1900-1959,16,1936,2031,28,2105,2059,-6,0,0,-1,2100-2159,0,,0,95,99,55,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1145,17,17,1,1,1100-1159,29,1214,1312,4,1305,1316,11,11,0,0,1300-1359,0,,0,97,91,58,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1931,152,152,1,10,1600-1659,15,1946,2044,21,1837,2105,148,148,1,9,1800-1859,0,,0,98,94,58,363,0,0,148,0,0,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,2115,105,105,1,7,1900-1959,27,2142,2234,12,2105,2246,101,101,1,6,2100-2159,0,,0,95,91,52,363,0,2,0,0,99,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1122,-6,0,0,-1,1100-1159,14,1136,1232,9,1305,1241,-24,0,0,-2,1300-1359,0,,0,97,79,56,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1936,157,157,1,10,1600-1659,17,1953,2047,19,1837,2106,149,149,1,9,1800-1859,0,,0,98,90,54,363,9,0,0,0,140,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1934,4,4,0,0,1900-1959,12,1946,2043,15,2105,2058,-7,0,0,-1,2100-2159,0,,0,95,84,57,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,6,6,2018-01-06,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1123,-5,0,0,-1,1100-1159,13,1136,1234,4,1304,1238,-26,0,0,-2,1300-1359,0,,0,96,75,58,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,6,6,2018-01-06,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1708,9,9,0,0,1600-1659,24,1732,1825,35,1836,1900,24,24,1,1,1800-1859,0,,0,97,112,53,363,4,0,15,0,5,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3365,1274,CRW,ATL,"Atlanta, GA",GA,1128,1123,-5,0,0,-1,1100-1159,16,1139,1239,3,1305,1242,-23,0,0,-2,1300-1359,0,,0,97,79,60,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1649,-10,0,0,-1,1600-1659,11,1700,1804,10,1837,1814,-23,0,0,-2,1800-1859,0,,0,98,85,64,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1938,8,8,0,0,1900-1959,19,1957,2058,5,2105,2103,-2,0,0,-1,2100-2159,0,,0,95,85,61,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,8,1,2018-01-08,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1210,42,42,1,2,1100-1159,19,1229,1334,7,1305,1341,36,36,1,2,1300-1359,0,,0,97,91,65,363,0,0,36,0,0,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,8,1,2018-01-08,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1654,-5,0,0,-1,1600-1659,21,1715,1823,6,1837,1829,-8,0,0,-1,1800-1859,0,,0,98,95,68,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,8,1,2018-01-08,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,2043,73,73,1,4,1900-1959,21,2104,2201,13,2105,2214,69,69,1,4,2100-2159,0,,0,95,91,57,363,0,0,0,0,69,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,9,2,2018-01-09,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1216,48,48,1,3,1100-1159,18,1234,1334,5,1305,1339,34,34,1,2,1300-1359,0,,0,97,83,60,363,0,0,0,0,34,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,9,2,2018-01-09,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1649,-10,0,0,-1,1600-1659,11,1700,1801,7,1837,1808,-29,0,0,-2,1800-1859,0,,0,98,79,61,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,9,2,2018-01-09,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1928,-2,0,0,-1,1900-1959,14,1942,2038,8,2105,2046,-19,0,0,-2,2100-2159,0,,0,95,78,56,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,10,3,2018-01-10,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1115,-13,0,0,-1,1100-1159,14,1129,1234,4,1305,1238,-27,0,0,-2,1300-1359,0,,0,97,83,65,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,10,3,2018-01-10,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1651,-8,0,0,-1,1600-1659,13,1704,1811,11,1837,1822,-15,0,0,-1,1800-1859,0,,0,98,91,67,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,10,3,2018-01-10,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1938,8,8,0,0,1900-1959,14,1952,2101,5,2105,2106,1,1,0,0,2100-2159,0,,0,95,88,69,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,11,4,2018-01-11,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1120,-8,0,0,-1,1100-1159,8,1128,1238,10,1305,1248,-17,0,0,-2,1300-1359,0,,0,97,88,70,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,11,4,2018-01-11,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1721,22,22,1,1,1600-1659,16,1737,1848,7,1837,1855,18,18,1,1,1800-1859,0,,0,98,94,71,363,0,2,0,0,16,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,11,4,2018-01-11,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1931,1,1,0,0,1900-1959,21,1952,2100,11,2105,2111,6,6,0,0,2100-2159,0,,0,95,100,68,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,12,5,2018-01-12,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1116,-12,0,0,-1,1100-1159,9,1125,1231,8,1305,1239,-26,0,0,-2,1300-1359,0,,0,97,83,66,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,12,5,2018-01-12,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1728,29,29,1,1,1600-1659,12,1740,1849,6,1837,1855,18,18,1,1,1800-1859,0,,0,98,87,69,363,2,0,0,0,16,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,12,5,2018-01-12,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1929,-1,0,0,-1,1900-1959,23,1952,2101,5,2105,2106,1,1,0,0,2100-2159,0,,0,95,97,69,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,13,6,2018-01-13,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1212,44,44,1,2,1100-1159,61,1313,1414,4,1304,1418,74,74,1,4,1300-1359,0,,0,96,126,61,363,0,34,30,0,10,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,13,6,2018-01-13,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1700,1,1,0,0,1600-1659,24,1724,1823,5,1836,1828,-8,0,0,-1,1800-1859,0,,0,97,88,59,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,14,7,2018-01-14,9E,3365,1274,CRW,ATL,"Atlanta, GA",GA,1128,1217,49,49,1,3,1100-1159,19,1236,1335,6,1305,1341,36,36,1,2,1300-1359,0,,0,97,84,59,363,19,0,0,0,17,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,14,7,2018-01-14,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1712,13,13,0,0,1600-1659,14,1726,1830,7,1837,1837,,,,,1800-1859,0,,0,98,85,64,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,15,1,2018-01-15,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1124,-4,0,0,-1,1100-1159,22,1146,1247,5,1305,1252,-13,0,0,-1,1300-1359,0,,0,97,88,61,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,15,1,2018-01-15,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1711,12,12,0,0,1600-1659,13,1724,1825,7,1837,1832,-5,0,0,-1,1800-1859,0,,0,98,81,61,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,15,1,2018-01-15,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,2035,65,65,1,4,1900-1959,15,2050,2153,10,2105,2203,58,58,1,3,2100-2159,0,,0,95,88,63,363,0,0,0,0,58,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,16,2,2018-01-16,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1127,-1,0,0,-1,1100-1159,38,1205,1308,7,1305,1315,10,10,0,0,1300-1359,0,,0,97,108,63,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,16,2,2018-01-16,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,,,,,,1600-1659,,,,,1837,,,,,,1800-1859,1,C,0,98,,,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,16,2,2018-01-16,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,,,,,,1900-1959,,,,,2105,,,,,,2100-2159,1,C,0,95,,,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,17,3,2018-01-17,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1507,219,219,1,12,1100-1159,14,1521,1619,31,1305,1650,225,225,1,12,1300-1359,0,,0,97,103,58,363,0,0,68,0,157,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,17,3,2018-01-17,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,,,,,,1600-1659,,,,,1837,,,,,,1800-1859,1,B,0,98,,,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,17,3,2018-01-17,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,,,,,,1900-1959,,,,,2105,,,,,,2100-2159,1,B,0,95,,,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,18,4,2018-01-18,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1154,26,26,1,1,1100-1159,14,1208,1302,9,1305,1311,6,6,0,0,1300-1359,0,,0,97,77,54,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,18,4,2018-01-18,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1651,-8,0,0,-1,1600-1659,22,1713,1806,10,1837,1816,-21,0,0,-2,1800-1859,0,,0,98,85,53,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,18,4,2018-01-18,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1927,-3,0,0,-1,1900-1959,18,1945,2044,7,2105,2051,-14,0,0,-1,2100-2159,0,,0,95,84,59,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,19,5,2018-01-19,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1134,6,6,0,0,1100-1159,14,1148,1245,5,1305,1250,-15,0,0,-1,1300-1359,0,,0,97,76,57,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,19,5,2018-01-19,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1653,-6,0,0,-1,1600-1659,29,1722,1820,7,1837,1827,-10,0,0,-1,1800-1859,0,,0,98,94,58,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,19,5,2018-01-19,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1924,-6,0,0,-1,1900-1959,16,1940,2033,15,2105,2048,-17,0,0,-2,2100-2159,0,,0,95,84,53,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,20,6,2018-01-20,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1121,-7,0,0,-1,1100-1159,18,1139,1236,6,1304,1242,-22,0,0,-2,1300-1359,0,,0,96,81,57,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,20,6,2018-01-20,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1653,-6,0,0,-1,1600-1659,18,1711,1813,3,1836,1816,-20,0,0,-2,1800-1859,0,,0,97,83,62,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,21,7,2018-01-21,9E,3365,1274,CRW,ATL,"Atlanta, GA",GA,1128,1117,-11,0,0,-1,1100-1159,25,1142,1238,6,1305,1244,-21,0,0,-2,1300-1359,0,,0,97,87,56,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,21,7,2018-01-21,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1703,4,4,0,0,1600-1659,10,1713,1812,8,1837,1820,-17,0,0,-2,1800-1859,0,,0,98,77,59,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,21,7,2018-01-21,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1918,-12,0,0,-1,1900-1959,15,1933,2031,7,2105,2038,-27,0,0,-2,2100-2159,0,,0,95,80,58,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,22,1,2018-01-22,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1123,-5,0,0,-1,1100-1159,18,1141,1250,7,1305,1257,-8,0,0,-1,1300-1359,0,,0,97,94,69,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,22,1,2018-01-22,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1646,-13,0,0,-1,1600-1659,13,1659,1810,8,1837,1818,-19,0,0,-2,1800-1859,0,,0,98,92,71,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,22,1,2018-01-22,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1916,-14,0,0,-1,1900-1959,20,1936,2054,23,2105,2117,12,12,0,0,2100-2159,0,,0,95,121,78,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,23,2,2018-01-23,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1129,1,1,0,0,1100-1159,20,1149,1256,5,1305,1301,-4,0,0,-1,1300-1359,0,,0,97,92,67,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,23,2,2018-01-23,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1647,-12,0,0,-1,1600-1659,20,1707,1810,8,1837,1818,-19,0,0,-2,1800-1859,0,,0,98,91,63,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,23,2,2018-01-23,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1920,-10,0,0,-1,1900-1959,9,1929,2032,13,2105,2045,-20,0,0,-2,2100-2159,0,,0,95,85,63,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,24,3,2018-01-24,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1119,-9,0,0,-1,1100-1159,36,1155,1304,6,1305,1310,5,5,0,0,1300-1359,0,,0,97,111,69,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,24,3,2018-01-24,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1718,19,19,1,1,1600-1659,22,1740,1846,6,1837,1852,15,15,1,1,1800-1859,0,,0,98,94,66,363,3,12,0,0,0,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,24,3,2018-01-24,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1926,-4,0,0,-1,1900-1959,39,2005,2103,7,2105,2110,5,5,0,0,2100-2159,0,,0,95,104,58,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,25,4,2018-01-25,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1126,-2,0,0,-1,1100-1159,14,1140,1241,9,1305,1250,-15,0,0,-1,1300-1359,0,,0,97,84,61,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,25,4,2018-01-25,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1643,-16,0,0,-2,1600-1659,20,1703,1758,8,1837,1806,-31,0,0,-2,1800-1859,0,,0,98,83,55,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,25,4,2018-01-25,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1920,-10,0,0,-1,1900-1959,14,1934,2029,9,2105,2038,-27,0,0,-2,2100-2159,0,,0,95,78,55,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,26,5,2018-01-26,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1110,-18,0,0,-2,1100-1159,19,1129,1228,7,1305,1235,-30,0,0,-2,1300-1359,0,,0,97,85,59,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,26,5,2018-01-26,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1646,-13,0,0,-1,1600-1659,24,1710,1813,5,1837,1818,-19,0,0,-2,1800-1859,0,,0,98,92,63,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,26,5,2018-01-26,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1912,-18,0,0,-2,1900-1959,17,1929,2030,13,2105,2043,-22,0,0,-2,2100-2159,0,,0,95,91,61,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,27,6,2018-01-27,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1120,-8,0,0,-1,1100-1159,12,1132,1235,5,1304,1240,-24,0,0,-2,1300-1359,0,,0,96,80,63,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,27,6,2018-01-27,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1649,-10,0,0,-1,1600-1659,12,1701,1811,35,1836,1846,10,10,0,0,1800-1859,0,,0,97,117,70,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,28,7,2018-01-28,9E,3365,1274,CRW,ATL,"Atlanta, GA",GA,1128,1119,-9,0,0,-1,1100-1159,15,1134,1243,8,1305,1251,-14,0,0,-1,1300-1359,0,,0,97,92,69,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,28,7,2018-01-28,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1651,-8,0,0,-1,1600-1659,22,1713,1824,14,1837,1838,1,1,0,0,1800-1859,0,,0,98,107,71,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,28,7,2018-01-28,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1923,-7,0,0,-1,1900-1959,24,1947,2055,12,2105,2107,2,2,0,0,2100-2159,0,,0,95,104,68,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,29,1,2018-01-29,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1137,9,9,0,0,1100-1159,16,1153,1257,6,1305,1303,-2,0,0,-1,1300-1359,0,,0,97,86,64,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,29,1,2018-01-29,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1643,-16,0,0,-2,1600-1659,17,1700,1802,9,1837,1811,-26,0,0,-2,1800-1859,0,,0,98,88,62,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,29,1,2018-01-29,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1907,-23,0,0,-2,1900-1959,6,1913,2013,47,2105,2100,-5,0,0,-1,2100-2159,0,,0,95,113,60,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,30,2,2018-01-30,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1121,-7,0,0,-1,1100-1159,22,1143,1236,3,1305,1239,-26,0,0,-2,1300-1359,0,,0,97,78,53,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,30,2,2018-01-30,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1647,-12,0,0,-1,1600-1659,23,1710,1807,7,1837,1814,-23,0,0,-2,1800-1859,0,,0,98,87,57,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,30,2,2018-01-30,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1922,-8,0,0,-1,1900-1959,13,1935,2031,20,2105,2051,-14,0,0,-1,2100-2159,0,,0,95,89,56,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3744,1274,CRW,ATL,"Atlanta, GA",GA,1128,1117,-11,0,0,-1,1100-1159,18,1135,1233,9,1305,1242,-23,0,0,-2,1300-1359,0,,0,97,85,58,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3323,1274,CRW,ATL,"Atlanta, GA",GA,1659,1654,-5,0,0,-1,1600-1659,10,1704,1805,11,1837,1816,-21,0,0,-2,1800-1859,0,,0,98,82,61,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3652,1274,CRW,ATL,"Atlanta, GA",GA,1930,1934,4,4,0,0,1900-1959,13,1947,2046,5,2105,2051,-14,0,0,-1,2100-2159,0,,0,95,77,59,363,,,,,,2587,4191,109,4300,4246,-126.37,674.25
2018,1,1,1,1,2018-01-01,9E,3313,1281,CSG,ATL,"Atlanta, GA",GA,700,649,-11,0,0,-1,0700-0759,12,701,727,5,756,732,-24,0,0,-2,0700-0759,0,,0,56,43,26,83,,,,,,2650,4191,109,4300,4246,-126.37,674.25
2018,1,1,2,2,2018-01-02,9E,3371,1281,CSG,ATL,"Atlanta, GA",GA,630,637,7,7,0,0,0600-0659,18,655,722,7,728,729,1,1,0,0,0700-0759,0,,0,58,52,27,83,,,,,,2650,4191,109,4300,4246,-126.37,674.25
2018,1,1,2,2,2018-01-02,9E,3383,1281,CSG,ATL,"Atlanta, GA",GA,1209,1208,-1,0,0,-1,1200-1259,16,1224,1248,12,1305,1300,-5,0,0,-1,1300-1359,0,,0,56,52,24,83,,,,,,2650,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3306,1281,CSG,ATL,"Atlanta, GA",GA,615,615,,,,,0600-0659,11,626,646,4,711,650,-21,0,0,-2,0700-0759,0,,0,56,35,20,83,,,,,,2650,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3466,1281,CSG,ATL,"Atlanta, GA",GA,1330,1317,-13,0,0,-1,1300-1359,14,1331,1400,8,1427,1408,-19,0,0,-2,1400-1459,0,,0,57,51,29,83,,,,,,2650,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3306,1281,CSG,ATL,"Atlanta, GA",GA,615,611,-4,0,0,-1,0600-0659,12,623,648,12,711,700,-11,0,0,-1,0700-0759,0,,0,56,49,25,83,,,,,,2650,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3466,1281,CSG,ATL,"Atlanta, GA",GA,1330,1326,-4,0,0,-1,1300-1359,13,1339,1410,7,1427,1417,-10,0,0,-1,1400-1459,0,,0,57,51,31,83,,,,,,2650,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3306,1281,CSG,ATL,"Atlanta, GA",GA,615,603,-12,0,0,-1,0600-0659,15,618,646,8,711,654,-17,0,0,-2,0700-0759,0,,0,56,51,28,83,,,,,,2650,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3466,1281,CSG,ATL,"Atlanta, GA",GA,1330,1324,-6,0,0,-1,1300-1359,12,1336,1405,7,1427,1412,-15,0,0,-1,1400-1459,0,,0,57,48,29,83,,,,,,2650,4191,109,4300,4246,-126.37,674.25
